Sub Prod Cd;Acct Nbr;Tran Cd;Trans Desc;Tran Detail Desc;Db Cr Cd;Category;Post Dt;Tran Amt;MCC;Merchant Type;SIC Code Group Type;Presentation;;;;;;;;;
Checking ;2;5764;INTERLINK/NETS POS                     ;1741 DILLONS             BELLEVUE     NE       ;D;Grocery;7/28/2014;8.05;5411;Grocery Stores/Supermarkets;Grocery Stores/Supermarkets;Grocery Stores/Supermarkets;;;;;;;;;
Checking ;2;5764;INTERLINK/NETS POS                     ;1741 DILLONS             OMAHA        NE       ;D;Grocery;8/27/2014;3.98;5411;Grocery Stores/Supermarkets;Grocery Stores/Supermarkets;Grocery Stores/Supermarkets;;;;;;;;;
Checking ;2;5764;INTERLINK/NETS POS                     ;1741 DILLONS             OMAHA        NE       ;D;Grocery;8/20/2014;16.33;5411;Grocery Stores/Supermarkets;Grocery Stores/Supermarkets;Grocery Stores/Supermarkets;;;;;;;;;
Checking ;2;1071;VISA DEBIT                             ;1741 GREAT CLIPS 16044    PAPILLION    NE       ;D;Healthcare;7/22/2014;14;5912;Drug Stores and Pharmacies;Drug Stores and Pharmacies;Drug Stores and Pharmacies;;;;;;;;;
Checking ;2;1071;VISA DEBIT                             ;1741 GREEK ISLANDS RESTAUOMAHA        NE       ;D;Restaurants/Bars;7/21/2014;14.04;5812;Eating places and Restaurants;Eating places and Restaurants;Eating places and Restaurants;;;;;;;;;
Checking ;2;5764;INTERLINK/NETS POS                     ;1741 HY VEE 1466         OMAHA        NE       ;D;Grocery;7/1/2014;12.35;5411;Grocery Stores/Supermarkets;Grocery Stores/Supermarkets;Grocery Stores/Supermarkets;;;;;;;;;
Checking ;2;5764;INTERLINK/NETS POS                     ;1741 HY VEE 1466         OMAHA        NE       ;D;Grocery;6/9/2014;16.03;5411;Grocery Stores/Supermarkets;Grocery Stores/Supermarkets;Grocery Stores/Supermarkets;;;;;;;;;
Checking ;2;5764;INTERLINK/NETS POS                     ;1741 HY VEE 1514         PAPILLION    NE       ;D;Grocery;5/19/2014;6.41;5411;Grocery Stores/Supermarkets;Grocery Stores/Supermarkets;Grocery Stores/Supermarkets;;;;;;;;;
Checking ;2;5764;INTERLINK/NETS POS                     ;1741 HY VEE 1514         PAPILLION    NE       ;D;Grocery;6/9/2014;11.11;5411;Grocery Stores/Supermarkets;Grocery Stores/Supermarkets;Grocery Stores/Supermarkets;;;;;;;;;
Checking ;2;5764;INTERLINK/NETS POS                     ;1741 HY VEE 1514         PAPILLION    NE       ;D;Grocery;5/27/2014;11.25;5411;Grocery Stores/Supermarkets;Grocery Stores/Supermarkets;Grocery Stores/Supermarkets;;;;;;;;;
Checking ;2;5764;INTERLINK/NETS POS                     ;1741 HY VEE 1514         PAPILLION    NE       ;D;Grocery;5/27/2014;11.76;5411;Grocery Stores/Supermarkets;Grocery Stores/Supermarkets;Grocery Stores/Supermarkets;;;;;;;;;
Checking ;2;5764;INTERLINK/NETS POS                     ;1741 HY VEE 1514         PAPILLION    NE       ;D;Grocery;8/28/2014;14.15;5411;Grocery Stores/Supermarkets;Grocery Stores/Supermarkets;Grocery Stores/Supermarkets;;;;;;;;;
Checking ;2;5764;INTERLINK/NETS POS                     ;1741 HY VEE 1514         PAPILLION    NE       ;D;Grocery;8/25/2014;15.98;5411;Grocery Stores/Supermarkets;Grocery Stores/Supermarkets;Grocery Stores/Supermarkets;;;;;;;;;
Checking ;2;5764;INTERLINK/NETS POS                     ;1741 HY VEE 1514         PAPILLION    NE       ;D;Grocery;6/2/2014;24.68;5411;Grocery Stores/Supermarkets;Grocery Stores/Supermarkets;Grocery Stores/Supermarkets;;;;;;;;;
Checking ;2;5764;INTERLINK/NETS POS                     ;1741 HY VEE 1514         PAPILLION    NE       ;D;Grocery;5/12/2014;36.08;5411;Grocery Stores/Supermarkets;Grocery Stores/Supermarkets;Grocery Stores/Supermarkets;;;;;;;;;
Checking ;2;1071;VISA DEBIT                             ;1741 IN *CATERING CREATIO402-55447202  NE       ;D;Restaurants/Bars;6/27/2014;29.98;5812;Eating places and Restaurants;Eating places and Restaurants;Eating places and Restaurants;;;;;;;;;
Checking ;2;1071;VISA DEBIT                             ;1741 Mine Custom Gifts   402-412-1004470 NE       ;D;Gift;7/17/2014;22.05;;#N/A;#N/A;#N/A;;;;;;;;;
Checking ;2;1071;VISA DEBIT                             ;1741 Mine Custom Gifts   402-412-1004470 NE       ;D;Gift;5/29/2014;26.75;;#N/A;#N/A;#N/A;;;;;;;;;
Checking ;2;5764;INTERLINK/NETS POS                     ;1741 NO FRILLS SPRMKTS 00441PAPILLION    NE       ;D;Grocery;8/13/2014;7.98;5411;Grocery Stores/Supermarkets;Grocery Stores/Supermarkets;Grocery Stores/Supermarkets;;;;;;;;;
Checking ;2;5764;INTERLINK/NETS POS                     ;1741 NO FRILLS SPRMKTS 00441PAPILLION    NE       ;D;Grocery;8/6/2014;17.87;5411;Grocery Stores/Supermarkets;Grocery Stores/Supermarkets;Grocery Stores/Supermarkets;;;;;;;;;
Checking ;2;5764;INTERLINK/NETS POS                     ;1741 NO FRILLS SPRMKTS 004444BELLEVUE     NE       ;D;Grocery;7/7/2014;4.32;5411;Grocery Stores/Supermarkets;Grocery Stores/Supermarkets;Grocery Stores/Supermarkets;;;;;;;;;
Checking ;2;5764;INTERLINK/NETS POS                     ;1741 NO FRILLS SPRMKTS 004444BELLEVUE     NE       ;D;Grocery;6/3/2014;6.44;5411;Grocery Stores/Supermarkets;Grocery Stores/Supermarkets;Grocery Stores/Supermarkets;;;;;;;;;
Checking ;2;5764;INTERLINK/NETS POS                     ;1741 NO FRILLS SPRMKTS 004444BELLEVUE     NE       ;D;Grocery;6/26/2014;20.97;5411;Grocery Stores/Supermarkets;Grocery Stores/Supermarkets;Grocery Stores/Supermarkets;;;;;;;;;
Checking ;2;5764;INTERLINK/NETS POS                     ;1741 NO FRILLS SPRMKTS 440OMAHA        NE       ;D;Grocery;8/14/2014;9.62;5411;Grocery Stores/Supermarkets;Grocery Stores/Supermarkets;Grocery Stores/Supermarkets;;;;;;;;;
Checking ;2;5764;INTERLINK/NETS POS                     ;1741 NO FRILLS SPRMKTS 440OMAHA        NE       ;D;Grocery;5/19/2014;10.32;5411;Grocery Stores/Supermarkets;Grocery Stores/Supermarkets;Grocery Stores/Supermarkets;;;;;;;;;
Checking ;2;1071;VISA DEBIT                             ;1741 RUNZA GILES         402-441641544  NE       ;D;Restaurants;7/31/2014;7.58;5812;Eating places and Restaurants;Eating places and Restaurants;Eating places and Restaurants;;;;;;;;;
Checking ;2;5764;INTERLINK/NETS POS                     ;1741 SUPER SAVER #20     OMAHA        NE       ;D;Grocery;7/10/2014;7.74;5411;Grocery Stores/Supermarkets;Grocery Stores/Supermarkets;Grocery Stores/Supermarkets;;;;;;;;;
Checking ;2;5764;INTERLINK/NETS POS                     ;1741 SUPER SAVER #20     OMAHA        NE       ;D;Grocery;6/27/2014;9.02;5411;Grocery Stores/Supermarkets;Grocery Stores/Supermarkets;Grocery Stores/Supermarkets;;;;;;;;;
Checking ;2;5764;INTERLINK/NETS POS                     ;1741 SUPER SAVER #20     OMAHA        NE       ;D;Grocery;8/13/2014;9.4;5411;Grocery Stores/Supermarkets;Grocery Stores/Supermarkets;Grocery Stores/Supermarkets;;;;;;;;;
Checking ;2;5764;INTERLINK/NETS POS                     ;1741 SUPER SAVER #20     OMAHA        NE       ;D;Grocery;6/9/2014;9.96;5411;Grocery Stores/Supermarkets;Grocery Stores/Supermarkets;Grocery Stores/Supermarkets;;;;;;;;;
Checking ;2;5764;INTERLINK/NETS POS                     ;1741 SUPER SAVER #20     OMAHA        NE       ;D;Grocery;8/13/2014;20.84;5411;Grocery Stores/Supermarkets;Grocery Stores/Supermarkets;Grocery Stores/Supermarkets;;;;;;;;;
Checking ;2;5764;INTERLINK/NETS POS                     ;1741 SUPER SAVER #20     OMAHA        NE       ;D;Grocery;7/25/2014;26.82;5411;Grocery Stores/Supermarkets;Grocery Stores/Supermarkets;Grocery Stores/Supermarkets;;;;;;;;;
Checking ;2;5764;INTERLINK/NETS POS                     ;1741 SUPER SAVER #20     OMAHA        NE       ;D;Grocery;6/23/2014;27.63;5411;Grocery Stores/Supermarkets;Grocery Stores/Supermarkets;Grocery Stores/Supermarkets;;;;;;;;;
Checking ;2;5764;INTERLINK/NETS POS                     ;1741 SUPER SAVER #20     OMAHA        NE       ;D;Grocery;5/27/2014;36.64;5411;Grocery Stores/Supermarkets;Grocery Stores/Supermarkets;Grocery Stores/Supermarkets;;;;;;;;;
Checking ;2;5764;INTERLINK/NETS POS                     ;1741 TARGET T1570044        BELLEVUE     NE       ;D;Grocery;7/11/2014;9.62;5411;Grocery Stores/Supermarkets;Grocery Stores/Supermarkets;Grocery Stores/Supermarkets;;;;;;;;;
Checking ;2;5764;INTERLINK/NETS POS                     ;1741 TJ TJ MAXX          OMAHA        NE       ;D;Clothing/Retail;8/1/2014;13.9;5691;Menﾒs and Womenﾒs Clothing Stores;Menﾒs and Womenﾒs Clothing Stores;Menﾒs and Womenﾒs Clothing Stores;;;;;;;;;
Checking ;2;5764;INTERLINK/NETS POS                     ;1741 VILLAGE INN #444 44704PAPILLION    NE       ;D;Restaurants/Bars;5/12/2014;12.69;5812;Eating places and Restaurants;Eating places and Restaurants;Eating places and Restaurants;;;;;;;;;
Checking ;2;5764;INTERLINK/NETS POS                     ;1741 WAL Wal-Mart Super 0044GRETNA       NE       ;D;Retail;6/23/2014;35.5;5310;Discount Stores;Discount Stores;Discount Stores;;;;;;;;;
Checking ;2;5764;INTERLINK/NETS POS                     ;1741 WAL Wal-Mart Super 1BELLEVUE     NE       ;D;Retail;7/10/2014;33.8;5310;Discount Stores;Discount Stores;Discount Stores;;;;;;;;;
Checking ;2;5764;INTERLINK/NETS POS                     ;1741 WAL Wal-Mart Super 2GRETNA       NE       ;D;Retail;8/25/2014;31.27;5310;Discount Stores;Discount Stores;Discount Stores;;;;;;;;;
Checking ;2;5764;INTERLINK/NETS POS                     ;1741 WAL Wal-Mart Super 2OMAHA        NE       ;D;Retail;6/2/2014;7.97;5310;Discount Stores;Discount Stores;Discount Stores;;;;;;;;;
Checking ;2;5764;INTERLINK/NETS POS                     ;1741 WAL Wal-Mart Super 4OMAHA        NE       ;D;Retail;8/4/2014;2.11;5310;Discount Stores;Discount Stores;Discount Stores;;;;;;;;;
